Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly)
0422210000,57.069157210600004,11.6628065549,10.9087523041,0.0,4.1224310944800004,15.988889478900001
0422220000,75.3105744109,21.867762290300004,18.6753601727,0.0,4.1224310944800004,15.988889478900001
0422230000,66.4406293542,17.9322857551,13.762222183299999,0.102909596006,4.1224310944800004,15.988889478900001
0422240000,74.2286698798,22.743914135900003,16.3901017723,0.342232049847,4.1224310944800004,15.988889478900001
0423010000,63.9217267504,17.4942098323,13.771595030899999,0.0,2.0612155472400002,15.988889478900001
0423020000,76.4888845007,21.867762290300004,19.1797149749,0.0,2.0612155472400002,15.988889478900001
0423030000,68.0309569953,17.4942098323,13.894246763699998,0.0,2.0612155472400002,15.988889478900001
0423040000,82.119309413,23.1819900587,16.3518444785,2.1213591682499997,2.0612155472400002,15.988889478900001
0423050000,71.34624938729999,17.4942098323,13.202940291600001,0.0,2.0612155472400002,15.988889478900001
0423060000,74.5539324307,22.919144505100004,16.2135019675,1.87040732592,2.0612155472400002,15.988889478900001
0423070000,56.5435876584,17.4942098323,14.5762072031,0.0,2.0612155472400002,15.988889478900001
0423080000,104.20011201,23.707681166100002,25.4130089262,0.7200220950139999,4.1224310944800004,41.736226933699996
0423090000,96.72935601190001,18.8960527852,23.2055923541,0.142837112439,4.1224310944800004,41.736226933699996
0423100000,117.41600356100001,23.9705267198,34.4849110383,0.0373585077039,4.1224310944800004,41.736226933699996
0423110000,102.858103965,19.158898338900002,29.2393177377,0.0,4.1224310944800004,41.736226933699996
0423120000,113.050795061,23.3572204279,35.9059489937,0.0,4.1224310944800004,41.736226933699996
0423130000,101.51086585700001,19.5093590771,32.4581511015,0.0,4.1224310944800004,41.736226933699996
0423140000,108.772448745,23.4229318163,36.276254950900004,0.0,4.1224310944800004,41.736226933699996
0423150000,98.668046944,19.5750704656,31.7632616644,0.0,4.1224310944800004,41.736226933699996
0423160000,90.6177045042,23.401028020100004,34.860968872600004,0.0,4.1224310944800004,24.878534626100002
0423170000,70.6482043885,18.809878954600002,30.4120000189,0.0,2.0612155472400002,15.988889478900001
0423180000,69.9185738092,19.1004882159,27.655343635999998,0.0,2.0612155472400002,15.988889478900001
0423190000,60.654306766000005,15.746230203,18.8946781329,0.0,2.0612155472400002,15.988889478900001
0423200000,65.17897491689999,14.0844244044,15.3974331907,0.0,2.0612155472400002,15.988889478900001
