Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 12/01  06:00:00,126.519497884,28.0272322357,18.0835663267,27.6491263723,12.3672932834,24.9413748627,185.050949187,180.078065157,4.9528840297,0.02
 12/01  07:00:00,183.232668726,28.9768528939,17.7782680704,26.265759269,24.7345865669,70.7195625826,151.226764592,141.300996532,9.90576805939,0.02
 12/01  08:00:00,195.444528142,29.0723473235,17.940004927,18.2804248805,37.1018798503,92.3937384068,131.380868532,121.455100472,9.90576805939,0.02
 12/01  09:00:00,205.933122445,29.1325707938,19.5389467686,15.066509925,37.1018798503,104.434947198,124.397280705,114.471512646,9.90576805939,0.02
 12/01  10:00:00,217.665968178,29.1868518452,23.0755643873,11.1668535027,37.1018798503,116.476155989,127.474192693,108.942015036,9.90576805939,8.62640959672
 12/01  11:00:00,216.097609772,29.282372711,25.6966120621,6.88132393376,37.1018798503,116.476155989,112.170655539,102.244887479,9.90576805939,0.02
 12/01  12:00:00,216.556200493,29.3438022579,27.8058111127,5.16903776306,37.1018798503,116.476155989,117.945119735,99.4070269371,9.90576805939,8.63232473879
 12/01  13:00:00,207.036165396,29.4007313435,31.1581920643,4.28152410681,37.1018798503,104.434947198,108.672135682,98.7463676225,9.90576805939,0.02
 12/01  14:00:00,221.26925927,29.4831505573,34.4568032614,3.09174359426,37.1018798503,116.476155989,115.060269421,96.522196259,9.90576805939,8.63230510229
 12/01  15:00:00,222.098086324,29.5361082634,35.6190559498,2.70564230084,37.1018798503,116.476155989,105.492072669,95.5663046094,9.90576805939,0.02
 12/01  16:00:00,218.858965677,29.5668803223,32.3836125505,2.67134133264,37.1018798503,116.476155989,104.960437987,95.034669928,9.90576805939,0.02
 12/01  17:00:00,220.164696269,29.5580116228,28.1580111998,3.51380069112,37.1018798503,116.476155989,114.529993642,95.9990761399,9.90576805939,8.62514944284
 12/01  18:00:00,228.466224595,29.5407525594,26.1260292416,4.46904967517,37.1018798503,116.476155989,107.185881758,97.2601136984,9.90576805939,0.02
 12/01  19:00:00,135.85130835,27.5555425168,21.2311438989,0.0,24.7345865669,47.5788473902,83.6286527324,78.6557687027,4.9528840297,0.02
 12/01  20:00:00,133.822016286,27.847593132,18.9097961281,0.0,24.7345865669,47.5788473902,90.3325028358,85.3596188061,4.9528840297,0.02
 12/01  21:00:00,110.88485716,26.6793906712,18.373657573,0.0241149597094,12.3672932834,38.6892022431,103.281847391,100.290116973,2.97173041782,0.02
